,processName,user,datetime,formalIssue,tags,fpthInputs
0,001_test,R.Woods,2020-07-27 09:20:08,,,C:\engDev\git_mf\ipyrun\examples\testproject\datadriven\src\appdata\inputs\archive\20200727_0920-RW-001_test.json
1,001_test,R.Woods,2020-07-27 09:20:23,,,C:\engDev\git_mf\ipyrun\examples\testproject\datadriven\src\appdata\inputs\archive\20200727_0920-RW-001_test.json
